,MM1,MM2,MM3,BD1,BD2,BD3,EQ1,EQ2,EQ3,FX1,FX2,FX3,FI1,FI2,FI3
2026-02-04,0.2992125984251969,0.14015748031496064,0.7732283464566929,0.0015748031496062992,0.13858267716535433,0.011023622047244094,0.15433070866141732,0.7622047244094489,0.784251968503937,0.09921259842519685,0.8503937007874016,0.494488188976378,0.8566929133858268,0.5795275590551181,0.1826771653543307
2026-02-05,0.31968503937007875,0.14488188976377953,0.7511811023622047,0.004724409448818898,0.14803149606299212,0.04251968503937008,0.9732283464566929,0.8204724409448819,0.8283464566929134,0.6299212598425197,0.8488188976377953,0.49763779527559054,0.8866141732283465,0.5149606299212598,0.02204724409448819
2026-02-06,0.31968503937007875,0.14173228346456693,0.6866141732283465,0.012598425196850394,0.13543307086614173,0.05196850393700787,0.9007874015748032,0.8236220472440945,0.8299212598425196,0.9653543307086614,0.8881889763779528,0.49133858267716535,0.8944881889763779,0.5165354330708661,0.047244094488188976
2026-02-09,0.31968503937007875,0.13858267716535433,0.6236220472440945,0.0031496062992125984,0.12913385826771653,0.048818897637795275,0.026771653543307086,0.8551181102362204,0.8850393700787401,0.8173228346456692,0.8866141732283465,0.4881889763779528,0.9244094488188976,0.5496062992125984,0.7700787401574803
2026-02-10,0.3653543307086614,0.1732283464566929,0.6346456692913386,0.026771653543307086,0.14173228346456693,0.06299212598425197,0.5118110236220472,0.8488188976377953,0.8566929133858268,0.15275590551181104,0.8834645669291339,0.5023622047244094,0.9070866141732283,0.5984251968503937,0.05511811023622047
2026-02-11,0.3653543307086614,0.1826771653543307,0.5007874015748032,0.05511811023622047,0.15590551181102363,0.03779527559055118,0.26456692913385826,0.8519685039370078,0.8598425196850393,0.13700787401574804,0.8677165354330708,0.5133858267716536,0.8755905511811024,0.6692913385826772,0.07244094488188976
2026-02-12,0.3653543307086614,0.1952755905511811,0.5007874015748032,0.01889763779527559,0.17795275590551182,0.12283464566929134,0.03779527559055118,0.8582677165354331,0.8755905511811024,0.2503937007874016,0.8614173228346457,0.525984251968504,0.9118110236220472,0.6850393700787402,0.3480314960629921
2026-02-13,0.3653543307086614,0.2047244094488189,0.5007874015748032,0.08031496062992126,0.1858267716535433,0.15590551181102363,0.7039370078740157,0.8645669291338582,0.8614173228346457,0.05669291338582677,0.8818897637795275,0.5385826771653544,0.9196850393700787,0.7007874015748031,0.29133858267716534
2026-02-16,0.3653543307086614,0.2047244094488189,0.48031496062992124,0.08031496062992126,0.1858267716535433,0.15590551181102363,0.6141732283464567,0.8645669291338582,0.8188976377952756,0.48661417322834644,0.8818897637795275,0.5385826771653544,0.9196850393700787,0.6566929133858268,0.521259842519685
2026-02-17,0.3653543307086614,0.2047244094488189,0.48031496062992124,0.08031496062992126,0.1858267716535433,0.12913385826771653,0.6141732283464567,0.8645669291338582,0.8094488188976378,0.48661417322834644,0.8818897637795275,0.5385826771653544,0.9086614173228347,0.6598425196850394,0.521259842519685
2026-02-18,0.3653543307086614,0.2047244094488189,0.48031496062992124,0.08031496062992126,0.1858267716535433,0.05984251968503937,0.6141732283464567,0.8645669291338582,0.8031496062992126,0.48661417322834644,0.8818897637795275,0.5385826771653544,0.8913385826771654,0.6771653543307087,0.521259842519685
2026-02-19,0.3653543307086614,0.18740157480314962,0.48031496062992124,0.13385826771653545,0.16535433070866143,0.11653543307086614,0.03937007874015748,0.8661417322834646,0.8125984251968504,0.3889763779527559,0.8692913385826772,0.5433070866141733,0.905511811023622,0.6755905511811023,0.8015748031496063
2026-02-20,0.3653543307086614,0.2062992125984252,0.48031496062992124,0.17795275590551182,0.1795275590551181,0.06141732283464567,0.07559055118110236,0.8692913385826772,0.8141732283464567,0.8724409448818897,0.8944881889763779,0.552755905511811,0.8771653543307086,0.705511811023622,0.2094488188976378
2026-02-23,0.3653543307086614,0.19370078740157481,0.45354330708661417,0.08661417322834646,0.17795275590551182,0.11653543307086614,0.34488188976377954,0.8677165354330708,0.8,0.29133858267716534,0.8850393700787401,0.5559055118110237,0.9322834645669291,0.7322834645669292,0.9102362204724409
2026-02-24,0.3653543307086614,0.19055118110236222,0.45354330708661417,0.06614173228346457,0.1732283464566929,0.06614173228346457,0.09291338582677165,0.8708661417322835,0.7464566929133858,0.13070866141732285,0.8960629921259843,0.5574803149606299,0.9338582677165355,0.784251968503937,0.9968503937007874
2026-02-25,0.3653543307086614,0.2078740157480315,0.44251968503937006,0.07244094488188976,0.1889763779527559,0.04566929133858268,0.10551181102362205,0.8724409448818897,0.7338582677165354,0.7165354330708661,0.8976377952755905,0.5590551181102362,0.9023622047244094,0.7590551181102362,0.7385826771653543
2026-02-26,0.3653543307086614,0.2377952755905512,0.4078740157480315,0.14173228346456693,0.19370078740157481,0.05354330708661417,0.029921259842519685,0.8755905511811024,0.7433070866141732,0.07401574803149606,0.8992125984251969,0.573228346456693,0.8692913385826772,0.7732283464566929,0.9874015748031496
2026-02-27,0.3653543307086614,0.2440944881889764,0.4078740157480315,0.15275590551181104,0.2047244094488189,0.2031496062992126,0.8551181102362204,0.8803149606299212,0.75748031496063,0.05984251968503937,0.8393700787401575,0.5763779527559055,0.8850393700787401,0.8503937007874016,0.9196850393700787
2026-03-02,0.3653543307086614,0.2440944881889764,0.09448818897637795,0.15275590551181104,0.2047244094488189,0.1968503937007874,0.6141732283464567,0.8803149606299212,0.552755905511811,0.48661417322834644,0.8393700787401575,0.5763779527559055,0.8456692913385827,0.8125984251968504,0.521259842519685
2026-03-03,0.3779527559055118,0.16062992125984252,0.11496062992125984,0.11968503937007874,0.16850393700787403,0.27244094488188975,0.9921259842519685,0.8913385826771654,0.4267716535433071,0.9417322834645669,0.8440944881889764,0.5417322834645669,0.9244094488188976,0.7700787401574803,0.007874015748031496
2026-03-04,0.3779527559055118,0.14645669291338584,0.11496062992125984,0.13700787401574804,0.14960629921259844,0.15275590551181104,1.0,0.9480314960629921,0.5889763779527559,1.0,0.9102362204724409,0.5401574803149606,0.9307086614173228,0.968503937007874,0.2251968503937008
2026-03-05,0.3779527559055118,0.16377952755905512,0.029921259842519685,0.16535433070866143,0.16377952755905512,0.22362204724409449,0.0015748031496062992,0.984251968503937,0.6251968503937008,0.9763779527559056,0.9212598425196851,0.5480314960629922,0.8755905511811024,0.9811023622047244,0.8267716535433071
2026-03-06,0.4015748031496063,0.15748031496062992,0.09448818897637795,0.2,0.15433070866141732,0.3228346456692913,0.5385826771653544,0.9653543307086614,0.5779527559055118,0.03779527559055118,0.9354330708661417,0.5464566929133858,0.878740157480315,0.9795275590551181,0.7118110236220473
2026-03-09,0.4015748031496063,0.13070866141732285,0.09448818897637795,0.4456692913385827,0.10236220472440945,0.30708661417322836,0.9874015748031496,0.9637795275590552,0.5511811023622047,0.9244094488188976,0.9133858267716536,0.47716535433070867,0.952755905511811,0.9858267716535433,0.05984251968503937
2026-03-10,0.4015748031496063,0.12755905511811025,0.029921259842519685,0.36220472440944884,0.13385826771653545,0.247244094488189,0.01732283464566929,0.9811023622047244,0.7023622047244095,0.9905511811023622,0.9244094488188976,0.521259842519685,0.889763779527559,0.9826771653543307,0.9653543307086614
2026-03-11,0.4251968503937008,0.13543307086614173,0.11496062992125984,0.33700787401574805,0.14330708661417324,0.28346456692913385,0.17795275590551182,0.9700787401574803,0.7039370078740157,0.02047244094488189,0.9700787401574803,0.5291338582677165,0.8519685039370078,0.984251968503937,0.07874015748031496
2026-03-12,0.4251968503937008,0.13228346456692913,0.11496062992125984,0.247244094488189,0.13700787401574804,0.5952755905511811,0.7448818897637796,0.968503937007874,0.6157480314960629,0.1700787401574803,0.952755905511811,0.5181102362204725,0.8409448818897638,0.9716535433070866,0.7196850393700788
2026-03-13,0.4251968503937008,0.12440944881889764,0.11496062992125984,0.30551181102362207,0.12440944881889764,0.48661417322834644,0.9181102362204724,0.9590551181102362,0.662992125984252,0.952755905511811,0.968503937007874,0.49291338582677163,0.8551181102362204,0.9748031496062992,0.352755905511811
2026-03-16,0.4251968503937008,0.12913385826771653,0.11496062992125984,0.2346456692913386,0.13228346456692913,0.3826771653543307,0.2346456692913386,0.9606299212598425,0.6881889763779527,0.9118110236220472,0.9811023622047244,0.5055118110236221,0.8677165354330708,0.9732283464566929,0.8755905511811024
2026-03-17,0.4251968503937008,0.12598425196850394,0.11496062992125984,0.28503937007874014,0.12598425196850394,0.29606299212598425,0.13858267716535433,0.9622047244094488,0.7165354330708661,0.8236220472440945,0.9637795275590552,0.5196850393700787,0.8960629921259843,0.9779527559055118,0.6078740157480315
